Nation,Name,Club,Description,Birth Date,Website,Facebook,Death Date,Full Name,Height,Wikipedia,Sailor ID,email hash (gravatar md5),LinkedIn,Real Name,Instagram,Twitter,Endomondo
FRA,Antoine Lafortune,,,,,,,,,,,,,,,,
FRA,Antoine Ratouis,,,,,,,,,,,,,,,,
FRA,Antoine Ravanel,,,,,,,,,,,,,,,,
FRA,Antoine Rimbert,,,,,,,,,,,,,,,,
FRA,Antoine Victor,,,,,,,,,,,,,,,,
FRA,Antonin Robe,,,,,,,,,,,,,,,,
FRA,Aristide Gasquet,,,,,,,,,,,,,,,,
FRA,Arnaud Dini,,,,,,,,,,,,,,,,
FRA,Arnaud Poirier,,,,,,,,,,,,,,,,
FRA,Arthur Radier,,,,,,,,,,,,,,,,
FRA,Aubin Doerenbecher,,,,,,,,,,,,,,,,
FRA,Augustin Doumic,S N TRINITE S/MER,,1998,,,,,,,,,,,,,
FRA,Aurelie Plouviet,,,,,,,,,,,,,,,,
FRA,Aurelien Pierroz,,,,,,,,,,,,,,,,
FRA,Aymeric Essertel,,,,,,,,,,,,,,,,
FRA,Baptiste Galaup,,,,,,,,,,,,,,,,
FRA,Baptiste Lafortune,,,,,,,,,,,,,,,,
FRA,Barbara Dugrip,,,,,,,,,,,,,,,,
FRA,Basile Géron,,,,,,,,,,,,,,,,
FRA,Bastian le Morvan,,,,,,,,,,,,,,,,
FRA,Bastien Couvreux,,,,,,,,,,,,,,,,
FRA,Be Di Pede,,,,,,,,,,,,,,,,
FRA,Benjamin Roulant,,,,,,,,,,,,,,,,
FRA,Benjamin Thomas,,,,,,,,,,,,,,,,
FRA,Benoit Blaison,,,,,,,,,,,,,,,,
FRA,Benoit Dehais,,,,,,,,,,,,,,,,
FRA,Benoit Dijoux,,,,,,,,,,,,,,,,
FRA,Benoit Morane,,,,,,,,,,,,,,,,
FRA,Benoit Radier,,,,,,,,,,,,,,,,
FRA,Benoît Valleteau de Moulliac,,,,,,,,,,,,,,,,
FRA,Bernadette de Kergariou,,,,,,,,,,,,,,,,
FRA,Bernard Blondy,,,,,,,,,,,,,,,,
FRA,Bernard Boime,CVSQ,,,,,,,,,FRABB58,,,,,,
FRA,Bernard Claudel,,,,,,,,,,,,,,,,
FRA,Bernard Coffin,,,,,,,,,,,,,,,,
FRA,Bernard des Jamonières,,,,,,,,,,,,,,,,
FRA,Bernard Dugrip,,,,,,,,,,,,,,,,
FRA,Bernard Edel,,,,,,,,,,,,,,,,
FRA,Bernard le Guen,,,,,,,,,,,,,,,,
FRA,Bernard Moret,,,,,,,,,,,,,,,,
FRA,Bernard Oudard,,,,,,,,,,,,,,,,
FRA,Bernard Paternault,,,,,,,,,,,,,,,,
FRA,Bernard Peiffert,,,,,,,,,,,,,,,,
FRA,Bernard Peuch,,,,,,,,,,,,,,,,
FRA,Bernard Pfeiffert,,,,,,,,,,,,,,,,
FRA,Bertrand Commeil,,,,,,,,,,,,,,,,
FRA,Bertrand Grosheny,,,,,,,,,,,,,,,,
FRA,Bertrand Lapeyre,,,,,,,,,,,,,,,,
FRA,Bertrand Loyal,,,,,,,,,,,,,,,,
FRA,Bertrand Molinier,,,,,,,,,,,,,,,,
FRA,Biche Olivier,,,,,,,,,,,,,,,,
FRA,Bruno Bonnet,,,,,,,,,,,,,,,,
FRA,Bruno Gallardo,,,,,,,,,,,,,,,,
FRA,Bruno Levesque,,,,,,,,,,,,,,,,
FRA,Bruno Vaniekaut,,,,,,,,,,,,,,,,
FRA,Camille Payrou,,,,,,,,,,,,,,,,
FRA,Canel Hodzig,,,,,,,,,,,,,,,,
FRA,Carole Blanchard,,,,,,,,,,,,,,,,
FRA,Carole Blattner,,,,,,,,,,,,,,,,
FRA,Cedric Faucheux,,,,,,,,,,,,,,,,
FRA,Celine Aublet,,,,,,,,,,,,,,,,
FRA,Celine Chevet,,,,,,,,,,,,,,,,
FRA,Celine Maire,,,,,,,,,,,,,,,,
FRA,Champenois Matthieu,,,,,,,,,,,,,,,,
FRA,Charles Briffoteaux,,,,,,,,,,,,,,,,
FRA,Charles Briffotevaux,,,,,,,,,,,,,,,,
FRA,Charles Commeil,,,,,,,,,,,,,,,,
FRA,Charles Courbonne,,,,,,,,,,,,,,,,
FRA,Charles de Kergariou,,,,,,,,,,,,,,,,
FRA,Charles Frigaux,,,,,,,,,,,,,,,,
FRA,Charles Maire,,,,,,,,,,,,,,,,
FRA,Charles Morin,,,,,,,,,,,,,,,,
FRA,Charles-Antoine de Joux,,,,,,,,,,,,,,,,
FRA,Chloe Lafortune,,,,,,,,,,,,,,,,
FRA,Christian Boillot,,,,,,,,,,,,,,,,
FRA,Christian Chapelin,CVML,,1955,,,,,,,,,,,,,
FRA,Christian Hauvette,,,,,,,,,,,,,,,,
FRA,Christian Lippi,,,,,,,,,,,,,,,,
FRA,Christian Martenot,,,,,,,,,,,,,,,,
FRA,Christian Silvestre,Yacht Club de l’île de France - YCIF,,,,,,,,,FRASC27,,,,,,
FRA,Christian Simonnot,,,,,,,,,,,,,,,,
FRA,Christian Vallaud,,,,,,,,,,,,,,,,
FRA,Christophe Bochu,,,,,,,,,,,,,,,,
FRA,Ciret-Lecosquer Madeg,,,,,,,,,,,,,,,,
FRA,Clair Carvallo,,,,,,,,,,,,,,,,
FRA,Claire Carvallo,,,,,,,,,,,,,,,,
FRA,Claude Got,,,,,,,,,,,,,,,,
FRA,Claude Lafortune,,,,,,,,,,,,,,,,
FRA,Claudel Phillips,,,,,,,,,,,,,,,,
FRA,Clement Card,,,,,,,,,,,,,,,,
FRA,Collin Ludovic,,,,,,,,,,,,,,,,
FRA,Damien Trouillet,,,,,,,,,,,,,,,,
FRA,Damien Zucconi,,,,,,,,,,,,,,,,
FRA,Daniel Gouffier,,,,,,,,,,,,,,,,
FRA,Daniel Nottet,,,,,,,,,,,,,,,,
FRA,Daniel Wagner,,,,,,,,,,,,,,,,
FRA,David de Monteil,,,,,,,,,,,,,,,,
FRA,David Denis,,,,,,,,,,,,,,,,
FRA,David Ravet,,,,,,,,,,,,,,,,
FRA,Delphine Markt,,,,,,,,,,,,,,,,
FRA,Denis Conversey,,,,,,,,,,,,,,,,
FRA,Denis Guiomard,,,,,,,,,,,,,,,,
FRA,Denis Morel,,,,,,,,,,,,,,,,
FRA,Denis Oudard,,,,,,,,,,,,,,,,
FRA,Denis Vanier,,,,,,,,,,,,,,,,
FRA,Didier Peiffert,,,,,,,,,,,,,,,,
FRA,Didier Pfeiffert,,,,,,,,,,,,,,,,
FRA,Dominique Keraudren,,,,,,,,,,,,,,,,
FRA,Dominique Lambard,,,,,,,,,,,,,,,,
FRA,Dominique Picou,,,,,,,,,,,,,,,,
FRA,Dominique Rouanne,,,,,,,,,,,,,,,,
FRA,Dubruel Denis,,,,,,,,,,,,,,,,
FRA,Edith Castillon,,,,,,,,,,,,,,,,
FRA,Edouard Morin,,,,,,,,,,,,,,,,
FRA,Elisabeth Neidhart,,,,,,,,,,,,,,,,
FRA,Elsa Hardouin,,,,,,,,,,,,,,,,
FRA,Elsa le Formal,,,,,,,,,,,,,,,,
FRA,Emilie Guilleminot,,,,,,,,,,,,,,,,
FRA,Emmanuel Binder,,,,,,,,,,,,,,,,
FRA,Emmanuel Boyer,,,,,,,,,,,,,,,,
FRA,Emmanuel Mouclier,,,,,,,,,,,,,,,,
FRA,Eric Alard,,,,,,,,,,,,,,,,
FRA,Eric Basset,,,,,,,,,,,,,,,,
FRA,Eric Brun,,,,,,,,,,,,,,,,
FRA,Eric Conan,,,,,,,,,,,,,,,,
FRA,Eric Cuny,,,,,,,,,,,,,,,,
FRA,Eric de Restrepo,,,,,,,,,,,,,,,,
FRA,Eric Gubourge,,,,,,,,,,,,,,,,
FRA,Eric Guillot,,,,,,,,,,,,,,,,
FRA,Eric Jacta,,,,,,,,,,,,,,,,
FRA,Eric le Morvan,,,,,,,,,,,,,,,,
FRA,Eric Petit,,,,,,,,,,,,,,,,
FRA,Eric Quémard,,,,,,,,,,,,,,,,
FRA,Eric Schaedelin,,,,,,,,,,,,,,,,
FRA,Eric Valery,,,,,,,,,,,,,,,,
FRA,Erik Nigon,,,,,,,,,,,,,,,,
FRA,Erwan Dufumier,,,,,,,,,,,,,,,,
FRA,Erwan Grossmann,,,,,,,,,,,,,,,,
FRA,Erwan Marrec,,,,,,,,,,,,,,,,
FRA,Etienne Boyer,,,,,,,,,,,,,,,,
FRA,Etienne Seguelas,,,,,,,,,,,,,,,,
FRA,Fabien Pascal,,,,,,,,,,,,,,,,
FRA,Fabrice Bouton,,,,,,,,,,,,,,,,
FRA,Fabrice Toupet,,,,,,,,,,,,,,,,
FRA,Florence le Brun,,,,,,,,,,,,,,,,
FRA,Florent Duplouy,,,,,,,,,,,,,,,,
FRA,Florian Corbel,,,,,,,,,,,,,,,,
FRA,Florian Fort,,,,,,,,,,,,,,,,
FRA,Florian Pilleron,,,,,,,,,,,,,,,,
FRA,Francis Macheboeuf,,,,,,,,,,,,,,,,
FRA,Franck Agrapart,,,,,,,,,,,,,,,,
FRA,Franck Lefevre,,,,,,,,,,,,,,,,
FRA,Franck Tudal,,,,,,,,,,,,,,,,
FRA,Francois Caminade,YC Grenoble Chara,,,,,,,,,FRAFC13,,,,,,
FRA,François Cornu,,,,,,,,,,,,,,,,
FRA,Francois Cuny,,,,,,,,,,,,,,,,
FRA,François de Lisle,,,,,,,,,,,,,,,,
FRA,Francois Fischer,,,,,,,,,,,,,,,,
FRA,François Gautier,,,,,,,,,,,,,,,,
FRA,Francois Lafortune,,,,,,,,,,,,,,,,
FRA,Francois Padovani,,,,,,,,,,,,,,,,
FRA,François Richard,,,,,francois.richard.798,,,,,,,,,,,
FRA,Francoise Mallet,,,,,,,,,,,,,,,,
FRA,Franz Agrapart,,,,,,,,,,,,,,,,
FRA,Frede Roucayrol,,,,,,,,,,,,,,,,
FRA,Frederic Bouillet,,,,,,,,,,,,,,,,
FRA,Frederic Dalle,,,,,,,,,,,,,,,,
FRA,Frederic le Delaizir,,,,,,,,,,,,,,,,
FRA,Frédéric Monnier,,,,,,,,,,,,,,,,
FRA,Frederic Pathier,,,,,,,,,,,,,,,,
FRA,Frederic Roucayrol,,,,,,,,,,,,,,,,
FRA,Frédéric Véroul,,,,,,,,,,,,,,,,
FRA,Gabin Micoulot,,,,,,,,,,,,,,,,
FRA,Gabriel le Duc,,,,,,,,,,,,,,,,
FRA,Gaël Conversy,,,,,,,,,,,,,,,,
FRA,Gaël le Mauguen,,,,,,,,,,,,,,,,
FRA,Gaetan Finet,,,,,,,,,,,,,,,,
FRA,Gautier Destombes,,,,,,,,,,,,,,,,
FRA,Gay Bottlaender,,,,,,,,,,,,,,,,
FRA,Geoffroy Riot,,,,,,,,,,,,,,,,
FRA,Georges Bendiyan,,,,,,,,,,,,,,,,
FRA,Georges le Troquer,,,,,,,,,,,,,,,,
FRA,Gérard Brunfaut,,,,,,,,,,,,,,,,
FRA,Gerard Daugey,,,,,,,,,,,,,,,,
FRA,Gérard Guthman,,,,,,,,,,,,,,,,
FRA,Gérard Tilly,,,,,,,,,,,,,,,,
FRA,Geraud Lafortune,Seine Port,,1984,,,,,,,,,,,,,
FRA,Germain Gillet,,,,,,,,,,,,,,,,
FRA,Ghislain de Lafforest,,,,,,,,,,,,,,,,
FRA,Gilbert Vinches,,,,,,,,,,,,,,,,
FRA,Gildas Sever,,,,,,,,,,,,,,,,
FRA,Gilles Bernon,,,,,,,,,,,,,,,,
FRA,Gilles Carvallo,,,,,,,,,,,,,,,,
FRA,Gilles Casanova,,,,,,,,,,,,,,,,
FRA,Gilles Chapelin,CVML,,1954,,,,,,,FRAGC40,,,,,,
FRA,Gilles Faintreny,,,,,,,,,,,,,,,,
FRA,Gilles Garnerin,,,,,,,,,,,,,,,,
FRA,Gilles Lasnier,,,,,,,,,,,,,,,,
FRA,Grégoire Morel,,,,,,,,,,,,,,,,
FRA,Guillaume Barbier,,,,,,,,,,,,,,,,
FRA,Guillaume Brossillon,,,,,,,,,,,,,,,,
FRA,Guillaume de Kergariou,,,,,,,,,,,,,,,,
FRA,Guillaume Delacroix,,,,,,,,,,,,,,,,
FRA,Guillaume Faugier,,,,,,,,,,,,,,,,
FRA,Guillaume Got,,,,,,,,,,,,,,,,
FRA,Guillaume Henrio,,,,,,,,,,,,,,,,
FRA,Guillaume Regnier,,,,,,,,,,,,,,,,
FRA,Guillaume Thery,,,,,,,,,,,,,,,,
FRA,Guylain Marino,,,,,,,,,,,,,,,,
FRA,Gwenola Tristan,,,,,,,,,,,,,,,,
FRA,H. Samuel,,,,,,,,,,,,,,,,
FRA,Henry Chevet,,,,,,,,,,,,,,,,
FRA,Her Lecharpentier,,,,,,,,,,,,,,,,
FRA,Hervé Brillaud,,,,,,,,,,,,,,,,
FRA,Hervé de Kergariou,ASN Quiberon,,,,,,,,,FRADH5,,,,,,
FRA,Hervé Druart-Pariat,,,,,,,,,,,,,,,,
FRA,Hervé Guezennec,,,,,,,,,,,,,,,,
FRA,Hervé Wattine,,,,,,,,,,,,,,,,
FRA,Hugues Morane,,,,,,,,,,,,,,,,
FRA,J C Burdet,,,,,,,,,,,,,,,,
FRA,J. Cettier,,,,,,,,,,,,,,,,
FRA,J. Guéguen,,,,,,,,,,,,,,,,
FRA,Jacob Antoine Lortat,,,,,,,,,,,,,,,,
FRA,Jacques Baptiste Lebrun,,,1910-09-20,,,1996-01-14,,180,https://en.wikipedia.org/wiki/Jacques_Lebrun,FRAJL46,,,,,,
FRA,Jacques Bochu,,,,,,,,,,,,,,,,
FRA,Jacques Raguet,,,,,,,,,,,,,,,,
FRA,Jan Florian Faucheux,,,,,,,,,,,,,,,,
FRA,Jaques Gillet,,,,,,,,,,,,,,,,
FRA,Jean Blache,,,,,,,,,,,,,,,,
FRA,Jean Charles Zimmowitch,,,,,,,,,,,,,,,,
FRA,Jean Jacques Véroul,,,,,,,,,,,,,,,,
FRA,Jean Marc Paquotte,,,,,,,,,,,,,,,,
FRA,Jean Marie Tournier,,,,,,,,,,,,,,,,
FRA,Jean Michel Chabout,,,,,,,,,,,,,,,,
FRA,Jean Philippe Gastaud,,,,,,,,,,,,,,,,
FRA,Jean Philippe Hermieu,,,,,,,,,,,,,,,,
FRA,Jean Pierre Blache,,,,,,,,,,,,,,,,
FRA,Jean Pierre Noclain,,,,,,,,,,,,,,,,
FRA,Jean-Baptiste Dupont,,,,,,,,,,,,,,,,
FRA,Jean-Baptiste Kopecky,,,,,,,,,,,,,,,,
FRA,Jean-Charles Cadoret,,,,,,,,,,,,,,,,
FRA,Jean-Claude Ancelot,,,,,,,,,,,,,,,,
FRA,Jean-Claude Cornu,,,,,,,,,,,,,,,,
FRA,Jean-Claude Laplassotte,,,,,,,,,,,,,,,,
FRA,Jean-Claude Soinard,,,,,,,,,,,,,,,,
FRA,Jean-François Fountaine,,,1951-07-11,,,,,,,,,,,,,
FRA,Jean-Guy Puissant,,,,,,,,,,,,,,,,
FRA,Jean-Luc Bapst,,,,,,,,,,,,,,,,
FRA,Jean-Luc Baptiste,,,,,,,,,,,,,,,,
FRA,Jean-Luc Muzellec,,,,,,,,,,,,,,,,
FRA,Jean-Marc Jungmann,,,,,,,,,,,,,,,,
FRA,Jean-Marc Noclain,,,,,,,,,,,,,,,,
FRA,Jean-Marc Paquotte,,,,,,,,,,,,,,,,
FRA,Jean-Marie Danielou,,,,,,,,,,,,,,,,
FRA,Jean-Philippe Artielle,,,,,,,,,,,,,,,,
FRA,Jean-Philippe Chartier,,,,,,,,,,,,,,,,
FRA,Jean-Philippe Ducros,,,,,,,,,,,,,,,,
FRA,Jean-Pierre Cordonnier,,,,,,,,,,,,,,,,
FRA,Jean-Pierre Derungs,,,,,,,,,,,,,,,,
FRA,Jean-Pierre Di Pède,,,,,,,,,,,,,,,,
FRA,Jean-Pierre le Roux,,,,,,,,,,,,,,,,
FRA,Jean-Pierre Peter,,,,,,,,,,,,,,,,
FRA,Jean-Yves Chauleau,,,,,,,,,,,,,,,,
FRA,Jeremie Brau,,,,,,,,,,,,,,,,
FRA,Jerom Delvaux,,,,,,,,,,,,,,,,
FRA,Jérôme Bourgoin,,,,,,,,,,,,,,,,
FRA,Jérôme Langlois,,,,,,,,,,,,,,,,
FRA,Jerome Legeai,,,,,,,,,,,,,,,,
FRA,Jerome Maupay,,,,,,,,,,,,,,,,
FRA,Jerome Terrasson,,,,,,,,,,,,,,,,
FRA,Jerome Zimmowitch,,,,,,,,,,,,,,,,
FRA,Jessy Bergreen,,,,,,,,,,,,,,,,
FRA,Jordane Lafortune,,,,,,,,,,,,,,,,
FRA,Jules Ducelier,,,,,,,,,,,,,,,,
FRA,Julien Beltzung,,,,,,,,,,,,,,,,
FRA,Julien Chazet,,,,,,,,,,,,,,,,
FRA,Julien Fernandez,,,,,,,,,,,684e7b264562965561dd8e452f01ee76,,,,,
FRA,Julien Lafortune,,,,,,,,,,,,,,,,
FRA,Julien Letissier,,,,,,,,,,,,,,,,
FRA,Julien Lovadina,,,,,,,,,,,,,,,,
FRA,July-Wormit Mareva,,,,,,,,,,,,,,,,
FRA,Killian Zimmowitch,,,,,,,,,,,,,,,,
FRA,Kleber Valery,,,,,,,,,,,,,,,,
FRA,Lancelot Lippi,,,,,,,,,,,,,,,,
FRA,Laure Dalle,,,,,,,,,,,,,,,,
FRA,Lauren Porcher,,,,,,,,,,,,,,,,
FRA,Laurent Baril,,,,,,,,,,,,,,,,
FRA,Laurent Bernadac,,,,,,,,,,,,,,,,
FRA,Laurent Camusson,,,,,,,,,,,,,,,,
FRA,Laurent Dast,,,,,,,,,,,,,,,,
FRA,Laurent Duquesne,,,,,,,,,,,,,,,,
FRA,Laurent Haÿ,,,,,,,,,,,,,,,,
FRA,Laurent Lasnier,,,,,,,,,,,,,,,,
FRA,Laurent Michel,,,,,,,,,,,,,,,,
FRA,Lawrence Banahan,,,,,,,,,,,,,,,,
FRA,Lecorgne Pierre,,,,,,,,,,,,,,,,
FRA,Leo le Delaizir,,,,,,,,,,,,,,,,
FRA,Lieme Soulier,,,,,,,,,,,,,,,,
FRA,Lionel Dufour,,,,,,,,,,,,,,,,
FRA,Lionel Lesoil,,,,,,,,,,,,,,,,
FRA,Loïc Bleuez,,,,,,,,,,,,,,,,
FRA,Loic Brillaud,,,,,,,,,,,,,,,,
FRA,Lortat-Jacob Antoine,,,,,,,,,,,,,,,,
FRA,Louis Claude,,,,,,,,,,,,,,,,
FRA,Louis Commeil,,,,,,,,,,,,,,,,
FRA,Louis Gibert,,,,,,,,,,,,,,,,
FRA,Louise Acker,,,,,,,,,,,,,,,,
FRA,Louis-Michel Ces,,,,,,,,,,,,,,,,
FRA,Luc Gellusseau,,,,,,,,,,,,,,,,
FRA,Luc Vocanson,,,,,,,,,,,,,,,,
FRA,Ludovic Pretot,,,,,,,,,,,,,,,,
FRA,Maire Charles,,,,,,,,,,,,,,,,
FRA,Marc Beauvalet,,,,,,,,,,,,,,,,
FRA,Marc Bourdon,,,,,,,,,,,,,,,,
FRA,Marc Conan,,,,,,,,,,,,,,,,
FRA,Marc Desjuzeur,,,,,,,,,,,,,,,,
FRA,Marc Jouany,,,,,,,,,,,,,,,,
FRA,Marc Laurent,,,,,,,,,,,,,,,,
FRA,Marc Pajot,,,,,,,,,,,,,,,,
FRA,Marc Riot,,,,,100073020060504,,,,,,,,,,,
FRA,Marc Vibert,,,,,,,,,,,,,,,,
FRA,Marcel Buffet,,,,,,,,,,,,,,,,
FRA,Marcel Troupel,,,,,,,,,,,,,,,,
FRA,Marc-Henri Guitteny,,,,,,,,,,,,,,,,
FRA,Marc-Martin Titouan,,,,,,,,,,,,,,,,
FRA,Marie Agnes Catrix,,,,,,,,,,,,,,,,
FRA,Marie Lafortune,,,,,,,,,,,,,,,,
FRA,Marie Nowak,,,,,,,,,,,,,,,,
FRA,Marin Carnot,CVSQ,,2001,,,,,,,,,,,,,
FRA,Marine Delagrange,,,,,,,,,,,,,,,,
FRA,Marion Michel,,,,,,,,,,,,,,,,
FRA,Martin Peculier,,,,,,,,,,,,,,,,
FRA,Mathieu Bataille,,,,,,,,,,,,,,,,
FRA,Mathieu Chartier,,,,,,,,,,,,,,,,
FRA,Mathieu Fountaine,,,,,,,,,,,,,,,,
FRA,Mathieu Ingrand,,,,,,,,,,,,,,,,
FRA,Mathis Derungs,,,,,,,,,,,,,,,,
FRA,Matthieu Gougeon,,,,,,,,,,FRAMG40,,,,,,
FRA,Matthieu Guibbal,,,,,,,,,,,,,,,,
FRA,Matthieu Morel,,,,,,,,,,,,,,,,
FRA,Maxime Aroux,YC Rouen 76,,,,,,,,,FRAMA31,,,,,,
FRA,Maxime le Goff,S R VANNES,,1974,,,,,,,,,,,,,
FRA,Maxime Zarosinski,,,,,,,,,,,,,,,,
FRA,Melissa Ferrois,,,,,,,,,,,,,,,,
FRA,Michel Bonnet,,,,,,,,,,,,,,,,
FRA,Michel Canelle,,,,,,,,,,,,,,,,
FRA,Michel Christ,,,,,,,,,,,,,,,,
FRA,Michel Guezou,,,,,,,,,,,,,,,,
FRA,Michel Laugerotte,,,,,,,,,,,,,,,,
FRA,Michel Lavielle,,,,,,,,,,,,,,,,
FRA,Michel Leveque,,,,,,,,,,,,,,,,
FRA,Michel Nedelec,,,,,,,,,,,,,,,,
FRA,Michel Rimbert,,,,,,,,,,,,,,,,
FRA,Michel Vanderstraeten,,,,,,,,,,,,,,,,
FRA,Morgan Aussel,,,,,,,,,,,,,,,,
FRA,Morgane Suquart,,,,,,,,,,,,,,,,
FRA,Muriel Agrapart,,,,,,,,,,,,,,,,
FRA,Muriel Jeanne,,,,,,,,,,,,,,,,
FRA,Nayl Driss,La Rochelle Nautique,,,,,,,,,FRAND7,,,,,,
FRA,Nicholas Loday,,,,,,,,,,,,,,,,
FRA,Nicolas Auberger,,,,,,,,,,,,,,,,
FRA,Nicolas Cendron,,,,,,,,,,,,,,,,
FRA,Nicolas Claustres,,,,,,,,,,,,,,,,
FRA,Nicolas Croce,,,,,,,,,,,,,,,,
FRA,Nicolas Duhay,,,,,,,,,,,,,,,,
FRA,Nicolas Fédorenko,,,,,,,,,,,,,,,,
FRA,Nicolas Guillou,S N P H,,,,,,,,,FRANG13,,,,,,
FRA,Nicolas Loday,,,,,,,,,,,,,,,,
FRA,Nicolas Martin,,,,,,,,,,,,,,,,
FRA,Nicolas Michel,,,,,,,,,,,,,,,,
FRA,Nicolas Picquerey,,,,,,,,,,,,,,,,
FRA,Nicolas Radier,,,,,,,,,,,,,,,,
FRA,Nicolas Vasseur,,,,,,,,,,,,,,,,
FRA,Oliver Dufour,,,,,,,,,,,,,,,,
FRA,Oliver Ponthieu,,,,,,,,,,,,,,,,
FRA,Olivier Magret,,,,,,,,,,,,,,,,
FRA,Olivier Thiberge,,,,,,,,,,,,,,,,
FRA,P Harinkcouck,,,,,,,,,,,,,,,,
FRA,Pascal Aublet,,,,,,,,,,,,,,,,
FRA,Pascal Brunfaut,,,,,,,,,,,,,,,,
FRA,Pascal Coquelet,,,,,,,,,,,,,,,,
FRA,Pascal Jullian,,,,,,,,,,,,,,,,
FRA,Pascal Roquette,,,,,,,,,,,,,,,,
FRA,Pascal Rossignol,,,,,,,,,,,,,,,,
FRA,Patrice Feuvrier,,,,,,,,,,,,,,,,
FRA,Patrice Hue,,,,,,,,,,,,,,,,
FRA,Patrice Toupet,,,,,,,,,,,,,,,,
FRA,Patrick Haegeli,,,,,,,,,,,,,,,,
FRA,Patrick Perrault,,,,,,,,,,,,,,,,
FRA,Patrick Pradeau,,,,,,,,,,,,,,,,
FRA,Patrick Solatges,,,,,,,,,,,,,,,,
FRA,Patrick Wolff,,,,,,,,,,,,,,,,
FRA,Paul Alric,,,,,,,,,,,,,,,,
FRA,Paul Bendiyan,,,,,,,,,,,,,,,,
FRA,Paul Cousin,,,,,,,,,,,,,,,,
FRA,Paul Roche,,,,,,,,,,,,,,,,
FRA,Philip Chervet,,,,,,,,,,,,,,,,
FRA,Philip Toth,,,,,,,,,,,,,,,,
FRA,Philippe Barbier,,,,,,,,,,,,,,,,
FRA,Philippe Barraud,,,,,,,,,,,,,,,,
FRA,Philippe Blanchard,Aquatic Club d'Alsace et de Lorraine,,1950,,,,,,,,5726a9478b10192b20369278d81cddd3,,,,,
FRA,Philippe Boite,,,1962,,,,,,,,77bbc5a6227e497c04fb2fe7c3ba9822,,,,,
FRA,Philippe Bradfer,,,,,,,,,,,,,,,,
FRA,Philippe Chaigne,,,,,,,,,,,,,,,,
FRA,Philippe Chantraine,,,,,,,,,,,,,,,,
FRA,Philippe Claraz,,,,,,,,,,,,,,,,
FRA,Philippe Claude,,,,,,,,,,,,,,,,
FRA,Philippe Delhumeau,,,,,,,,,,,,,,,,
FRA,Philippe Dubuc,,,,,,,,,,,,,,,,
FRA,Philippe Duquesne,,,,,,,,,,,,,,,,
FRA,Philippe Lecrite,,,,,,,,,,,,,,,,
FRA,Philippe Leroy,,,,,,,,,,,,,,,,
FRA,Philippe Lucienne,,,,,,,,,,,,,,,,
FRA,Philippe Markt,,,,,,,,,,,,,,,,
FRA,Philippe Nesseler,,,,,,,,,,,,,,,,
FRA,Philippe Noclain,,,,,,,,,,,,,,,,
FRA,Philippe Sérane,,,,,,,,,,,,,,,,
FRA,Philippe Veron,,,,,,,,,,,,,,,,
FRA,Philippe Wirtz,,,,,,,,,,,,,,,,
FRA,Philippe Wolff,,,,,,,,,,,,,,,,
FRA,Phillipe Lanaverre,,,,,,,,,,,,,,,,
FRA,Phillipe le Norment,,,,,,,,,,,,,,,,
FRA,Pierre Bessias,,,,,,,,,,,,,,,,
FRA,Pierre Bories,,,,,,,,,,,,,,,,
FRA,Pierre Chene Yves,,,,,,,,,,,,,,,,
FRA,Pierre de Kergariou,,,,,,,,,,,,,,,,
FRA,Pierre Ducos,,,,,,,,,,,,,,,,
FRA,Pierre Francois Hue,,,,,,,,,,,,,,,,
FRA,Pierre Gendry,,,,,,,,,,,,,,,,
FRA,Pierre Grave,,,,,,,,,,,,,,,,
FRA,Pierre Guibbal,,,,,,,,,,,,,,,,
FRA,Pierre Jean Gallo,,,,,,,,,,,,,,,,
FRA,Pierre Nesseler,,,,,,,,,,,,,,,,
FRA,Pierre Ody,,,,,,,,,,,,,,,,
FRA,Pierre Pénisson,,,,,,,,,,,,,,,,
FRA,Pierre Poullain,,,,,,,,,,,,,,,,
FRA,Pierre Quil,,,,,,,,,,,,,,,,
FRA,Pierre Victor,,,,,,,,,,,,,,,,
FRA,Pierre Williot,,,,,,,,,,,,,,,,
FRA,Pierre-Andre Bonjour,,,,,,,,,,,,,,,,
FRA,Pierre-Jérôme Coulmin,,,,,,,,,,,,,,,,
FRA,Pierre-Yves Partant,,,,,,,,,,,,,,,,
FRA,Radier Arthur,,,,,,,,,,,,,,,,
FRA,Raphael Lebouche,,,,,,,,,,,,,,,,
FRA,Régis Viateur,,,,,,,,,,,,,,,,
FRA,Remi Perrin,,,,,,,,,,,,,,,,
FRA,Remi Tristan,,,,,,,,,,,,,,,,
FRA,René Morch,,,,,,,,,,,,,,,,
FRA,Rene Stanislas,,,,,,,,,,,,,,,,
FRA,Richard Wolff,,,,,,,,,,,,,,,,
FRA,Riwanon le Roy,,,,,,,,,,,,,,,,
FRA,Robert Fossard,,,,,,,,,,,,,,,,
FRA,Robert Lehmann,,,,,,,,,,,,,,,,
FRA,Robert Leibovitch,,,,,,,,,,,,,,,,
FRA,Robert Massot,,,,,,,,,,,,,,,,
FRA,Robert Ronnback,,,,,,,,,,,,,,,,
FRA,Roger Chabaud,,,,,,,,,,,,,,,,
FRA,Roland Delsemme,,,,,,,,,,,,,,,,
FRA,Roland Jouandeau,,,,,,,,,,,,,,,,
FRA,Romain Adnot,,,,,,,,,,,,,,,,
