Nation,Name,Club,Description,Birth Date,Website,Facebook,Death Date,Full Name,Height,Wikipedia,Sailor ID
GBR,Geoff Edwards,,,,,,,,,,
GBR,Geoff Kimber,,,,,,,,,,
GBR,Geoff Lane,,,,,,,,,,
GBR,Gerry Bullard,,,,,,,,,,
GBR,Gordon Jewell,,,,,,,,,,
GBR,Gordon Kingston,,,,,,,,,,
GBR,Gordon McGeorge,,,,,,,,,,
GBR,Gordon Russell,,,,,,,,,,
GBR,Gordon Russen,,,,,,,,,,
GBR,Graeme Russell,,,,,,,,,,
GBR,Graham Bailey,,,,,,,,,,
GBR,Grant Anderson,,,,,,,,,,
GBR,Greg Brown,,,,,,,,,,
GBR,Guy Humphrey,,,,,,,,,,
GBR,Guy Wansborough,,,,,,,,,,
GBR,Harold Barnes,,,,,,,,,,
GBR,Howard Breckell,,,,,,,,,,
GBR,Hugh Bourn,,,,,,,,,,
GBR,Hugh Myers,,,,,,,,,,
GBR,Ian Barker,,,,,,,,,,
GBR,Ian Godfrey,,,,,,,,,,
GBR,Ian Gould,,,,,,,,,,
GBR,Ian Henry,,,,,,,,,,
GBR,Ian Jewry,,,,,,,,,,
GBR,Ian McGaw,,,,,,,,,,
GBR,Ian McGillivray,,,,,,,,,,
GBR,Ian McKnight,,,,,,,,,,
GBR,Ian Merryfield,,,,,,,,,,
GBR,Ian Mitchell,,,,,,,,,,
GBR,Ian Munro,,,,,,,,,,
GBR,Ian Nicholson,,,,,,,,,,
GBR,Ian Pavey,,,,,,,,,,
GBR,Ian Pinnell,,,,,,,,,,
GBR,Ian Stewart,,,,,,,,,,
GBR,Ian Stowe,,,,,,,,,,
GBR,Ian Swainston,,,,,,,,,,
GBR,Ian Walters,,,,,,,,,,
GBR,Ivan Sharpe,,,,,,,,,,
GBR,Jack Anderson,,,,,,,,,,
GBR,Jack Edwards,,,,,,,,,,
GBR,Jack Kilburn,,,,,,,,,,
GBR,James Cole,,,,,,,,,,
GBR,James Green,,,,,,,,,,
GBR,James King,,,,,,,,,,
GBR,James Read,,,,,,,,,,
GBR,Jamie Campbell,,,,,,,,,,
GBR,Jarrod Simpson,,,,,,,,,,
GBR,Jason Lunn,,,,,,,,,,
GBR,Jeff Powell,,,,,,,,,,
GBR,Jeremy Entwhistle,,,,,,,,,,
GBR,Jeremy White,,,,,,,,,,
GBR,Jez White,,,,,,,,,,
GBR,Jim Bennett,,,,,,,,,,
GBR,Jim Berry,,,,,,,,,,
GBR,Jim Fergusson,,,,,,,,,,
GBR,Jim Hunt,,,,,,,,,,
GBR,Jim Thomson,,,,,,,,,,
GBR,Joan Ingram,,,,,,,,,,
GBR,John Allinson,,,,,,,,,,
GBR,John Button,,,,,,,,,,
GBR,John Donnelly,,,,,,,,,,
GBR,John Driscoll,,,,,,,,,,
GBR,John E. Kobylanski,,,,,,,,,,
GBR,John Howlett,,,,,,,,,,
GBR,John Ironmonger,,,,,,,,,,
GBR,John Labbett,,,,,,,,,,
GBR,John Langley,,,,,,,,,,
GBR,John Locke,,,,,569584668,,,,,
GBR,John Loveday,,,,,,,,,,
GBR,John Maddocks,,,,,,,,,,
GBR,John McLaren,,,,,,,,,,
GBR,John McLeman,,,,,,,,,,
GBR,John Mildred,,,,,,,,,,
GBR,John Murphy,,,,,,,,,,
GBR,John Oliver,,,,,,,,,,
GBR,John Peats,,,,,,,,,,
GBR,John Pipe,,,,,,,,,,
GBR,John Ready,,,,,,,,,,
GBR,John Showell,,,,,,,,,,
GBR,John Walpole,,,,,,,,,,
GBR,John Wilson,,,,,,,,,,
GBR,John Woodhouse,,,,,,,,,,
GBR,Jonat Mildred,,,,,,,,,,
GBR,Jonathan Carter,,,,,,,,,,
GBR,Jonathan Hughes,,,,,,,,,,
GBR,Jonathan Rennie,,,,,,,,,,
GBR,Jonathan Ward,,,,,,,,,,
GBR,Jude Beamers,,,,,,,,,,
GBR,Judith French,,,,,,,,,,
GBR,Julian Hereward,,,,,,,,,,
GBR,Julian Lord,,,,,,,,,,
GBR,Kate Buie,,,,,,,,,,
GBR,Keith Norris,,,,,,,,,,
GBR,Keith Paul,,,,,,,,,,
GBR,Keith Pins,,,,,,,,,,
GBR,Ken Norris,,,,,,,,,,
GBR,Kenny Robertson,,,,,,,,,,
GBR,Kevin Gallacher,,,,,,,,,,
GBR,Kevin Holden,,,,,,,,,,
GBR,Kevin Richardson,,,,,,,,,,
GBR,Kieth Borders,,,,,,,,,,
GBR,Kim Gavin,,,,,,,,,,
GBR,Kimball Morrison,,,,,,,,,,
GBR,L Fernley,,,,,,,,,,
GBR,Larry Marks,,,,,,,,,,
GBR,Laurence Milton,,,,,,,,,,
GBR,Lawrence Crispin,,,,,,,,,,
GBR,Lawrie Smith,,,,,,,,,,
GBR,Lee Marriott,,,,,,,,,,
GBR,Les Everitt,,,,,,,,,,
GBR,Les Rant,,,,,,,,,,
GBR,Lewis Dann,,,,,,,,,,
GBR,Luke Molloy,,,,,,,,,,
GBR,Luke South,,,,,,,,,,
GBR,Magnus Leask,,,,,,,,,,
GBR,Malcolm Goodwin,,,,,,,,,,
GBR,Malcolm Swallow,,,,,,,,,,
GBR,Marcus Korobacz
GBR,Mark Darling,,,,,,,,,,
GBR,Mark Elkington,,,,,,,,,,
GBR,Mark Fowler,,,,,,,,,,
GBR,Mark Longstaff,,,,,,,,,,
GBR,Mark Nicholson,,,,,,,,,,
GBR,Mark Owen,,,,,,,,,,
GBR,Mark Simpson,,,,,,,,,,
GBR,Mark Upton-Brown,,,,,,,,,,
GBR,Mark Wincer,,,,,,,,,,
GBR,Martin Gotrel,,,,,,,,,,
GBR,Martin Goult,,,,,,,,,,
GBR,Martin Grady,,,,,,,,,,
GBR,Martin Hodgson,,,,,,,,,,
GBR,Martin Hood,,,,,,,,,,
GBR,Martin Hunt,,,,,,,,,,
GBR,Martin Lee,,,,,,,,,,
GBR,Martin Makinson,,,,,,,,,,
GBR,Martin Oliver,,,,,,,,,,
GBR,Martin Patchett,,,,,,,,,,
GBR,Martin Spence,,,,,,,,,,
GBR,Martin Stainsby,,,,,,,,,,
GBR,Martin Vanner,,,,,,,,,,
GBR,Martin Wedge,,,,,,,,,,
GBR,Martin Wright,,,,,,,,,,
GBR,Mathieu Fountaine,,,,,,,,,,
GBR,Matt Alavado,,,,,,,,,,
GBR,Matt Isherwood,,,,,,,,,,
GBR,Matt Toone,,,,,,,,,,
GBR,Matthew Bristow,,,,,,,,,,
GBR,Matthew Brittin,,,,,,,,,,
GBR,Matthew McCloughlin,,,,,,,,,,
GBR,Melvyn Newman,,,,,,,,,,
GBR,Michael Anderson,,,,,,,,,,
GBR,Michael Bryant,,,,,,,,,,
GBR,Michael Geernaert,,,,,,,,,,
GBR,Michael Lawton,,,,,,,,,,
GBR,Michael McIntyre,,,,,,,,,,
GBR,Michael Nolan,,,,,,,,,,
GBR,Michael Priddle,,,,,,,,,,
GBR,Michael Robertson,,,,,,,,,,
GBR,Michael Sims,,,,,,,,,,
GBR,Mike Arnold,,,,,,,,,,
GBR,Mike Brooks,,,,,,,,,,
GBR,Mike Cox,,,,,,,,,,
GBR,Mike Derry,,,,,,,,,,
GBR,Mike Hart,,,,,,,,,,
GBR,Mike Hattemore,,,,,,,,,,
GBR,Mike Henry,,,,,,,,,,
GBR,Mike Holmes,,,,,,,,,,
GBR,Mike Kyte,,,,,,,,,,
GBR,Mike Langefeld,,,,,,,,,,
GBR,Mike Leaver,,,,,,,,,,
GBR,Mike Lingwood,,,,,,,,,,
GBR,Mike Male,,,,,,,,,,
GBR,Mike Moore,,,,,,,,,,
GBR,Mike Payne,,,,,,,,,,
GBR,Mike Platts,,,,,,,,,,
GBR,Mike Porter,,,,,,,,,,
GBR,Miles Odell,,,,,,,,,,
GBR,Murray Dorfman,,,,,,,,,,
GBR,Neil Fulcher,,,,,,,,,,
GBR,Neil Huwell,,,,,,,,,,
GBR,Neil Martin,,,,,,,,,,
GBR,Neil Rabbitts,,,,,,,,,,
GBR,Neil Thomas,,,,,,,,,,
GBR,Neil Turner,,,,,,,,,,
GBR,Neil Willmott,,,,,,,,,,
GBR,Nell Rabbitts,,,,,,,,,,
GBR,Niall Ferguson,,,,,,,,,,
GBR,Nicholas Meadow,,,,,,,,,,
GBR,Nicholas Powell,,,,,,,,,,
GBR,Nicholas Smith,,,,,,,,,,
GBR,Nick Beloe,,,,,,,,,,
GBR,Nick Faulkener,,,,,,,,,,
GBR,Nick Martin,,,,,,,,,,
GBR,Nick Peters,,,,,,,,,,
GBR,Nick Powell,,,,,,,,,,
GBR,Nick Thorp,,,,,,,,,,
GBR,Nick Willis,,,,,,,,,,
GBR,Nigel Annereau,,,,,,,,,,
GBR,Nigel Appleton,,,,,,,,,,
GBR,Nigel Brackenbury,,,,,,,,,,
GBR,Nigel Bultitude,,,,,,,,,,
GBR,Nigel Burt,,,,,,,,,,
GBR,Nigel Deane,,,,,,,,,,
GBR,Nigel James,,,,,,,,,,
GBR,Nigel Squirrell,,,,,,,,,,
GBR,Nigel Statham,,,,,,,,,,
GBR,Nigel Summers,,,,,,,,,,
GBR,Nigel Theodon,,,,,,,,,,
GBR,Nigel Treloar,,,,,,,,,,
GBR,Nigel Voght,,,,,,,,,,
GBR,Nigel Vooght,,,,,,,,,,
GBR,Noel Ensoll,,,,,,,,,,
GBR,Nolan Forward,,,,,,,,,,
GBR,Ollie Boyes,,,,,,,,,,
GBR,Ozzie Stewart,,,,,,,,,,
GBR,Patrick Mcgale,,,,,,,,,,
GBR,Patrick Moore,,,,,,,,,,
GBR,Paul Aldridge,,,,,,,,,,
GBR,Paul Barnbridge,,,,,,,,,,
GBR,Paul Beasley,,,,,,,,,,
GBR,Paul Davies,,,,,,,,,,
GBR,Paul Davis,,,,,,,,,,
GBR,Paul Elkington,,,,,,,,,,
GBR,Paul Foddy,,,,,,,,,,
GBR,Paul Lovesy,,,,,,,,,,
GBR,Paul Oakey,,,,,,,,,,
GBR,Paul Walker,,,,,,,,,,
GBR,Paul Whitworth,,,,,,,,,,
GBR,Paul Wills,,,,,,,,,,
GBR,Paul Young,,,,,,,,,,
GBR,Penny Clark,,,,,,,,,,
GBR,Pete Brooke Houghton,,,,,,,,,,
GBR,Peter Bainbridge,,,,,,,,,,
GBR,Peter Ballam,,,,,,,,,,
GBR,Peter Burwood,,,,,,,,,,
GBR,Peter Coit,,,,,,,,,,
GBR,Peter Dawson,,,,,,,,,,
GBR,Peter Fisher,,,,,,,,,,
GBR,Peter Fordham,,,,,,,,,,
GBR,Peter Greenwood,,,,,,,,,,
GBR,Peter Halliwell,,,,,,,,,,
GBR,Peter Kyne,,,,,,,,,,
GBR,Peter McIntyre,,,,,,,,,,
GBR,Peter Milburn,,,,,,,,,,
GBR,Peter Sherwin,,,,,,,,,,
GBR,Peter Siddall,,,,,,,,,,
GBR,Peter Smithin,,,,,,,,,,
GBR,Peter Ward,,,,,,,,,,
GBR,Peter Willmott,,,,,,2020-10-25,,,,
GBR,Phil Cotton,,,,,,,,,,
GBR,Phil Milanes,,,,,,,,,,
GBR,Phil Ramming,,,,,,,,,,
GBR,Philip Baxter,,,,,,,,,,
GBR,Philip Brown,,,,,,,,,,
GBR,Philip Gibbons,,,,,,,,,,
GBR,Philip Gladman,,,,,,,,,,
GBR,Phillip Inscoe,,,,,,,,,,
GBR,Ray Selling,,,,,,,,,,
GBR,Rich Berry,,,,,,,,,,
GBR,Richard Allen,,,,,,,,,,
GBR,Richard Anderton,,,,,,,,,,
GBR,Richard Berry,,,,,,,,,,
GBR,Richard Cave-Penney,,,,,,,,,,
GBR,Richard Kerry,,,,,,,,,,
GBR,Richard Newnham,,,,,,,,,,
GBR,Richard Nurse,,,,,,,,,,
GBR,Richard Rowe,,,,,,,,,,
GBR,Richard Tew,,,,,,,,,,
GBR,Richard Tucker,,,,,,,,,,
GBR,Richard Williams,,,,,,,,,,
GBR,Ricky Willows,,,,,,,,,,
GBR,Rob Martin,,,,,,,,,,
GBR,Rob Palmerone,,,,,,,,,,
GBR,Robbie Roberton,,,,,,,,,,
GBR,Robert Ahlheid,,,,,,,,,,
GBR,Robert Burdekin,,,,,,,,,,
GBR,Robert Longworth,,,,,,,,,,
GBR,Robert Napier,,,,,,,,,,
GBR,Robert Stallard,,,,,,,,,,
GBR,Robert Trickett,,,,,,,,,,
GBR,Robert Wilkes,,,,,,,,,,
GBR,Robin Annett,,,,,,,,,,
GBR,Robin Farrant,,,,,,,,,,
GBR,Robin Moss,,,,,,,,,,
GBR,Robin Tetly,,,,,,,,,,
GBR,Robin Whittle,,,,,,,,,,
GBR,Robin Wood,,,,,,,,,,
GBR,Roger Deane,,,,,,,,,,
GBR,Roger Gilbert,,,,,,,,,,
GBR,Roger Sutcliffe,,,,,,,,,,
GBR,Ross Davies,,,,,,,,,,
GBR,Ross Kenney,,,,,,,,,,
GBR,Russ Hopkins,,,,,,,,,,
GBR,Russell Clark,,,,,,,,,,
GBR,Russell Peters,,,,,,,,,,
GBR,Russell Short,,,,,,,,,,
GBR,Russell Wheeler,,,,,,,,,,
GBR,S Lawrence,,,,,,,,,,
GBR,Sam Pascoe,,,,,,,,,,
GBR,Scott Allen,,,,,,,,,,
GBR,Sean Rankins,,,,,,,,,,
GBR,Shaun Moyler,,,,,,,,,,
GBR,Simon Briddon,,,,,,,,,,
GBR,Simon Clover,,,,,,,,,,
GBR,Simon Dabson,,,,,,,,,,
GBR,Simon Hiscook,,,,,,,,,,
GBR,Simon Johnson,,,,,,,,,,
GBR,Simon Lake,,,,,,,,,,
GBR,Simon Nelson,,,,,,,,,,
GBR,Simon Pestell,,,,,,,,,,
GBR,Simon Rawlings,,,,,,,,,,
GBR,Simon Spratt,,,,,,,,,,
GBR,Simon Sydenham,,,,,,,,,,
GBR,Simon Wood,,,,,,,,,,
GBR,Stephen Bowen,,,,,,,,,,
GBR,Stephen Cottrell,,,,,,,,,,
GBR,Stephen Drakeford,,,,,,,,,,
GBR,Stephen Hunt,,,,,,,,,,
GBR,Stephen Northeast,,,,,,,,,,
GBR,Stephen Tew,,,,,,,,,,
GBR,Steve Adams,,,,,,,,,,
GBR,Steve Cooke,,,,,,,,,,
GBR,Steve Culpitt,,,,,,,,,,
GBR,Steve France,,,,,,,,,,
GBR,Steve Lambourne,,,,,,,,,,
GBR,Steve Perkins,,,,,,,,,,
GBR,Steve Todd,,,,,,,,,,
GBR,Steve Watson,,,,,,,,,,
GBR,Stewart Goodman,,,,,,,,,,
GBR,Stewart Mears,,,,,,,,,,
GBR,Stuart Ashton,,,,,,,,,,
GBR,Stuart Curtis,,,,,,,,,,
GBR,Suzanne Mcdermott,,,,,,,,,,
GBR,Terry Lawton,,,,,,,,,,
GBR,Terry Scutcher,,,,,,,,,,
GBR,Terry Selfe,,,,,,,,,,
GBR,Thomas Bruton,,,,,,,,,,
GBR,Thomas Carr,,,,,,,,,,
GBR,Tim Berry,,,,,,,,,,
GBR,Tim Bird,,,,,,,,,,
GBR,Tim Brooks,,,,,,,,,,
GBR,Tim Fells,,,,,,,,,,
GBR,Tim Hancock,,,,,,,,,,
GBR,Tim Marlow,,,,,,,,,,
GBR,Tim Merry,,,,,,,,,,
GBR,Tim Needham,,,,,,,,,,
GBR,Tim Octon,,,,,,,,,,
GBR,Tim Symons,,,,,,,,,,
GBR,Tim Williams,,,,,,,,,,
GBR,Timothy Whittle,,,,,,,,,,
GBR,Toby Winchester,,,,,,,,,,
GBR,Tom Clayton,,,,,,,,,,
GBR,Tom Darling,,,,,,,,,,
GBR,Tom Philips,,,,,,,,,,
GBR,Tom Stivano,,,,,,,,,,
GBR,Tom Wain,,,,,,,,,,
GBR,Tom Ward,,,,,,,,,,
GBR,Tony Power,,,,,,,,,,
GBR,Tony Wattson,,,,,,,,,,
GBR,Tyler Harmsworth,,,,,,,,,,
GBR,Vernon Ralston,,,,,,,,,,
GBR,Victor Deschamps,,,,,,,,,,
GBR,Victor Stopp,,,,,,,,,,
GBR,Vincent Horey,,,,,,,,,,
GBR,Walter Doule,,,,,,,,,,
GBR,Wayne Adams,,,,,,,,,,
GBR,Will Waddington,,,,,,,,,,
GBR,William Garnier,,,,,,,,,,
GBR,William Ingram,,,,,,,,,,
GER,Adalbert Kluck,,,,,,,,,,
GER,Adrien Lasnier,,,,,,,,,,
GER,Ailyn Hofmann,,,,,,,,,,
GER,Alena-Larissa Wilkens,,,,,,,,,,
GER,Alex Cross,,,,,,,,,,
GER,Alexander Kodisch,,,,,,,,,,
GER,Alexander Lampert,,,,,,,,,,
GER,Alexander Mertens,,,,,,,,,,
GER,Alexander Neddermeier,,,,,,,,,,
GER,Alexander von Mertens,,,,,,,,,,
GER,Alexander Wilhelm,,,,,,,,,,
GER,Alexandra Wahler
GER,Andi Thomsen,,,,,,,,,,
GER,André Müller,,,,,,,,,,
GER,Andre Teutenberg
GER,Andre Tirre,,,,,,,,,,
GER,André Zander,,,,,,,,,,
GER,Andréas Achterberg,,,,,,,,,,
GER,Andreas Bock,,,,,,,,,,
GER,Andreas Dillmann,,,,,,,,,,
GER,Andreas Goggel,,,,,,,,,,
GER,Andreas Happich,,,,,,,,,,
GER,Andréas Jungclaus,,,,,,,,,,
GER,Andreas Klein,,,,,,,,,,
GER,Andreas Lehmann,,,,,,,,,,
GER,Andreas Porth,,,,,,,,,,
GER,Andreas Roller,,,,,,,,,,
GER,Andreas Schmidt,,,,,,,,,,
GER,Andreas Schulter,,,,,,,,,,
GER,Andreas Stickel,,,,,,,,,,
GER,Andreas Thomsen,,,,,,,,,,
GER,Andrew Moakes,,,,,,,,,,
GER,Anette Hessel
GER,Angela Stenger,,,,,,,,,,
GER,Anika Kébreau,,,,,,,,,,
GER,Anika Wollenbecker,,,,,,,,,,
GER,Anja Grotheer,,,,,,,,,,
GER,Anja Stengel,,,,,,,,,,
GER,Anna Dorothea Schipler,,,,,,,,,,
GER,Anna Hauschild,,,,,,,,,,
GER,Anna Heinisch,,,,,,,,,,
GER,Anna Höll,,,,,,,,,,
GER,Anna Lang,,,,,,,,,,
GER,Anna Lienau,,,,,,,,,,
GER,Anne Nehrenberg,,,,,,,,,,
GER,Annette Thiel,,,,,,,,,,
GER,Antje Gosch,,,,,,,,,,
GER,Antje Paulsen,,,,,,,,,,
GER,Antje Schneidewind,,,,,,,,,,
GER,Arnd Hover
GER,Arnd Howar,,,,,,,,,,
GER,Arne Wittemer,,,,,,,,,,
GER,Aron Tellen,,,,,,,,,,
GER,Axel Dierich,,,,,,,,,,
GER,Axel Isler,,,,,,,,,,
GER,Axel Oberemm
GER,Axel Oetken,,,,,,,,,,
GER,Axel Schult,,,,,,,,,,
GER,Barbara Jesse
GER,Basti Henning,,,,,,,,,,
GER,Bastian Henning,,,,,,,,,,
GER,Bastian Horstmann,,,,,,,,,,
GER,Benedict Pearson,,,,,,,,,,
GER,Benedikt Brüggemann,,,,,,,,,,
GER,Benedikt Northoff,,,,,,,,,,
GER,Benedikt Schulte,,,,,,,,,,
GER,Benjamin Bintig
GER,Benjamin Gröger,,,,,,,,,,
GER,Benjamin Großkurth,,,,,,,,,,
GER,Benjamin Lasnier,,,,,,,,,,
GER,Berggren Johannes,,,,,,,,,,
GER,Bernd Heinisch,,,,,,,,,,
GER,Bernd Kowalzig,,,,,,,,,,
GER,Bernd Rasenack,,,,,,,,,,
GER,Birgit Hartmann,,,,,,,,,,
GER,Bjorn Schaar,,,,,,,,,,
GER,Braun Falico,,,,,,,,,,
GER,Brigitte Preuss,,,,,,,,,,
GER,Britta Knaller,,,,,,,,,,
GER,Bruno Laudage,,,,,,,,,,
GER,Carl Riebe
GER,Carl Uwe Böttner,,,,,,,,,,
GER,Caroline Szesny,,,,,,,,,,
GER,Carsten Engel,,,,,,,,,,
GER,Carsten Hammer,,,,,,,,,,
GER,Carsten Hehl,,,,,,,,,,
GER,Carsten Seeger,,,,,,,,,,
GER,Catrin Janssen,,,,,,,,,,
GER,Christian Bühring-Uhle,,,,,,,,,,
GER,Christian Dörr,,,,,,,,,,
GER,Christian Henge,,,,,,,,,,
GER,Christian Janßen,,,,,,,,,,
GER,Christian Labenz,,,,,,,,,,
GER,Christian Lempp,,,,,,,,,,
GER,Christian Lindemann,,,,,,,,,,
GER,Christian Meier-Kothe,,,,,,,,,,
GER,Christian Müllejans,,,,,,,,,,
GER,Christian Niefert,,,,,,,,,,
GER,Christian Paschen
GER,Christian Schafer,,,,,,,,,,
GER,Christian Schäfer,,,,,,,,,,
GER,Christian Schönbach,,,,,,,,,,
GER,Christian Schuster,,,,,,,,,,
GER,Christian Sonntag,,,,,,,,,,
GER,Christian Voggeser
GER,Christian Zils
GER,Christiane Giefers,,,,,,,,,,
GER,Christina Burger,,,,,,,,,,
GER,Christina Höll,,,,,,,,,,
GER,Christina Wilhelm,,,,,,,,,,
GER,Christine Schaal-Lehr,,,,,,,,,,
GER,Christine Wegner,,,,,,,,,,
GER,Christoph Blecken
GER,Christoph Böckle
GER,Christoph Bökle,,,,,,,,,,
GER,Christoph Fuchs,,,,,,,,,,
GER,Christoph Hessel,,,,,,,,,,
GER,Christoph Klein,,,,,,,,,,
GER,Claas Lehmann,,,,,,,,,,
GER,Claudia Conrads,,,,,,,,,,
GER,Claudius Zeiler,,,,,,,,,,
GER,Claus-Michael Lehr,,,,,,,,,,
GER,Cord-Henrich Lefhalm,,,,,,,,,,
GER,Daniel Czeninga,,,,,,,,,,
GER,Daniel van Bonn,
GER,Daniel Wehden,,,,,,,,,,
GER,Dave Farmer,,,,,,,,,,
GER,David Thiemann,,,,,,,,,,
GER,Davina Schlesiger,,,,,,,,,,
GER,Dierk Möller,,,,,,,,,,
GER,Dieter Cordes,,,,,,,,,,
GER,Diethardt Freye,,,,,,,,,,
GER,Dietrich Kirchner,,,,,,,,,,
GER,Dietrich Scheder,,,,,,,,,,
GER,Dietrich Scheder-Bieschin,,,,,,,,,,
GER,Dirk Barteldt,,,,,,,,,,
GER,Dirk Filimonow,,,,,,,,,,
GER,Dirk Frank,,,,,,,,,,
GER,Dirk Hänsgen,,,,,,,,,,
GER,Dirk Hütten,,,,,,,,,,
GER,Dirk Ipach,,,,,,,,,,
GER,Dirk Kaiser,,,,,,,,,,
GER,Dirk Lübbers,,,,,,,,,,
GER,Dominik Hafner,,,,,,,,,,
GER,Dorothea Gebert,,,,,,,,,,
GER,Eberhard Schockenhoff,,,,,,,,,,
GER,Eckart König,,,,,,,,,,
GER,Eckhard Busch,,,,,,,,,,
GER,Egbert Lechtenböhmer,,,,,,,,,,
GER,Eike Dietrich,,,,,,,,,,
GER,Eike Friedrich,,,,,,,,,,
GER,Engel Christoph,,,,,,,,,,
GER,Enno Thaeter,,,,,,,,,,
GER,Eric Bellstedt,,,,,,,,,,
GER,Ewald Brzoska,,,,,,,,,,
GER,Fabian Vergil,,,,,,,,,,
GER,Falk Stenger,,,,,,,,,,
GER,Falko Braun,,,,,,,,,,
GER,Felix Björn Brockerhoff,,,,,,,,,,
GER,Felix Graff,,,,,,,,,,
GER,Felix Heibeck,,,,,,,,,,
GER,Felix Hummel,,,,,,,,,,
GER,Felix Ismar,,,,,,,,,,
GER,Felix Klöpfer,,,,,,,,,,
GER,Felix Mittermayer,,,,,,,,,,
GER,Finn Böger,,,,,,,,,,
GER,Fiona Jordan,,,,,,,,,,
GER,Florian Brix,,,,,,,,,,
GER,Florian Duwe,,,,,,,,,,
GER,Florian Kemper,,,,,,,,,,
GER,Florian Lautenschlager,,,,,,,,,,
GER,Florian Rheinheimer,,,,,,,,,,
GER,Franco Weichel,,,,,,,,,,
GER,Frank Beier,,,,,,,,,,
GER,Frank Böhm,,,,,,,,,,
GER,Frank Dieckmann,,,,,,,,,,
GER,Frank Feller,,,,,,,,,,
GER,Frank Heimburger,,,,,,,,,,
GER,Frank Letsche
GER,Frank Rupprich,,,,,,,,,,
GER,Frank Scheel
GER,Frank Weigelt,,,,,,,,,,
GER,Frank Wille,,,,,,,,,,
GER,Frank Zschieschang,,,,,,,,,,
GER,Franscisco Sanguino-Petersen,,,,,,,,,,
GER,Franzi Manko,,,,,,,,,,
GER,Franzika Schiedt,,,,,,,,,,
GER,Frauke Schürmann,,,,,,,,,,
GER,Frederik Burmester,,,,,,,,,,
GER,Frederik Tasche,,,,,,,,,,
GER,Frieder Achterberg,,,,,,,,,,
GER,Friederike Lemp,,,,,,,,,,
GER,Friedrich Schropsdorff,,,,,,,,,,
GER,Frisco Sanguind,,,,,,,,,,
GER,Fritz Schlomka,,,,,,,,,,
GER,Geeske Genrich,,,,,,,,,,
GER,Georg Mittermayer,,,,,,,,,,
GER,Georg Neulen,,,,,,,,,,
GER,Gerald Roos,,,,,,,,,,
GER,Gerd Linnemann,,,,,,,,,,
GER,Gerhard Engel
GER,Gerhard Schmidt,,,,,,,,,,
GER,Gesche Kohlberg,,,,,,,,,,
GER,Göran Berggren,,,,,,,,,,
GER,Gordon Russell,,,,,,,,,,
GER,Greger Thoralf,,,,,,,,,,
GER,Gregor Dahlem,,,,,,,,,,
GER,Guido von Walter,,,,,,,,,,
GER,Günter Bökle,,,,,,,,,,
GER,Günter Peters,,,,,,,,,,
GER,Hannes Becker
GER,Hannes Kindermann,,,,,,,,,,
GER,Hannes Lehning,,,,,,,,,,
GER,Hannes Wagner,,,,,,,,,,
GER,Hanno Barth,,,,,,,,,,
GER,Hans Nöldeke,,,,,,,,,,
GER,Hans Peter Petersen,,,,,,,,,,
GER,Hans-Christian Schwieger,,,,,,,,,,
GER,Hansjörg Ehlers,,,,,,,,,,
GER,Hans-Jürgen Rentelmann,,,,,,,,,,
GER,Hans-Werner Steding,,,,,,,,,,
GER,Harald Hundt,,,,,,,,,,
GER,Harald König,,,,,,,,,,
GER,Hartmut Weiß,,,,,,,,,,
GER,Hartwig Friedrichs,,,,,,,,,,
GER,Hein Peters,,,,,,,,,,
GER,Heiner Hirthe,,,,,,,,,,
GER,Heino Sahling
GER,Heinz Balters,,,,,,,,,,
GER,Helmut Madeheim,,,,,,,,,,
GER,Hendrik Annighöfer,,,,,,,,,,
GER,Hendrik Reinhardt,,,,,,,,,,
GER,Henning Oberbeck,,,,,,,,,,
GER,Henning Ries,,,,,,,,,,
GER,Henning Steffen,,,,,,,,,,
GER,Henrik Masekowitz,,,,,,,,,,
GER,Henrik Schade,,,,,,,,,,
GER,Henry Köthe,,,,,,,,,,
GER,Henry Stoffers,,,,,,,,,,
GER,Hermann Wollenbecker,,,,,,,,,,
GER,Hilmer Goedeking,,,,,,,,,,
GER,Horst Sjuts,,,,,,,,,,
GER,Hubertus Ritter,,,,,,,,,,
GER,Imke Brockerhoff
GER,Ingo Schneider,,,,,,,,,,
GER,Iris Anton,,,,,,,,,,
GER,Iris Feldmann,,,,,,,,,,
GER,Iris Ruhnau,,,,,,,,,,
GER,Ivo Vollering,,,,,,,,,,
GER,Ivonne Seifert,,,,,,,,,,
GER,Jakob Achterberg,,,,,,,,,,
GER,Jan Behrendt,,,,,,,,,,
GER,Jan Jürgens,,,,,,,,,,
GER,Jan Lürkens,,,,,,,,,,
GER,Jan Mares,,,,,,,,,,
GER,Jan Reifferscheidt,,,,,,,,,,
GER,Jan Stölken,,,,,,,,,,
GER,Jan Stremlow,,,,,,,,,,
GER,Jan Wiechmann,,,,,,,,,,
GER,Jana Hiller,,,,,,,,,,
GER,Jana Weißbach,,,,,,,,,,
GER,Jan-Hendrik Lenz,,,,,,,,,,
GER,Jan-Philipp Hofmann,,,,,,,,,,
GER,Jan-Rolf Schmidt,,,,,,,,,,
GER,Jans-Peter Schlomka,,,,,,,,,,
GER,Jens Biederer,,,,,,,,,,
GER,Jens Ellermann,,,,,,,,,,
GER,Jens Hartwig,,,,,,,,,,
GER,Jens Kühne,,,,,,,,,,
GER,Jens Lücke,,,,,,,,,,
GER,Jens Meinert
